x,y,z
0.0,0.0,0.0
0.011496816759230932,0.008823507942787476,0.012693448066499732
0.051989779309021385,0.03508700582838159,0.039220290752435716
0.0452481615197373,0.03749065172436398,0.05741840938823186
0.05126163769937522,0.048310595466451896,0.06359587543131441
0.0737672310653784,0.07066681373817947,0.08320094042530668
0.11066165999693739,0.09223264763930239,0.08446343293023517
0.12114570555137322,0.10712623722772492,0.09713507678924288
0.13488966370759925,0.1281759713028979,0.11326388171021327
0.15474814317085014,0.14753221497516655,0.14587501006810347
0.15874258677769368,0.17661431115898665,0.15770270923756688
0.16892830081111532,0.18808848625674648,0.20232579883203872
0.21741380603697297,0.20494750813207313,0.19942894582677825
0.2193631128828407,0.2325851818161869,0.24508149519089048
0.24988750063476484,0.23626894832475906,0.24427206595901546
0.24439390118057963,0.2625988236243275,0.2654985832103993
0.2651801500476996,0.2820345451755134,0.28544785105780557
0.27612945664025496,0.2935382144298851,0.29153264099771975
0.3375164525466025,0.31277071357228164,0.30329165231308874
0.3466701737804265,0.3512604964136754,0.3356108692146991
0.35365817092736473,0.3613895114751586,0.34714556350653614
0.38656431627604726,0.3798466089291997,0.3427331465995727
0.39239023649952004,0.37757453220458076,0.39963908915545904
0.42685247021186995,0.42046620227798503,0.4095046891692962
0.4442194265500528,0.4470797480300966,0.4271075068341742
0.46139193364154163,0.47348456288353946,0.45364321221938414
0.45436480437905746,0.46570010480150453,0.47292745136892234
0.5257210472315388,0.49844640037418864,0.5031209058393955
0.5068865311928139,0.5092683486523446,0.5288293726847794
0.5273962294600804,0.5269792278155873,0.5400803362072031
0.5624553580868574,0.5622320052459929,0.5348941400883912
0.5566500158697828,0.5468405664801502,0.5803717904854317
0.5929705636065606,0.572743820449984,0.5693613494409029
0.6035903951824476,0.5830323794354026,0.6021604980910682
0.6170816415542097,0.6279805633370633,0.619102845207673
0.640800945724356,0.658434500695281,0.6577380551749189
0.6664096351866219,0.6616696170708901,0.6890447737024714
0.6677781014286798,0.675373779941658,0.6580124692980612
0.690809493280897,0.6565191373107697,0.7060692438775741
0.692973789948104,0.7184987793804359,0.689982517483935
0.7236579985497387,0.6962913487847642,0.7185709684585144
0.7284036471742584,0.7405003493987465,0.7156497306863459
0.7452200116996336,0.7490880790105907,0.745287902964952
0.7389403561047757,0.7460476800915944,0.7768385277324142
0.7684916621436848,0.7866623246258999,0.7611472330974977
0.7528827606775726,0.7707825250497529,0.7831746656110264
0.7978884057916067,0.7804137986845556,0.80413782137711
0.79793797336847,0.7900978536054692,0.7836798647466304
0.8066720457664928,0.8171790338019164,0.8200344231685097
0.8153525151904967,0.80736237285536,0.8348575526628357
0.8303749990046949,0.8262696532674755,0.82182242674982
0.8237701866967866,0.8194843267980481,0.8341702995342172
0.8596945264852304,0.8480333741863629,0.8507021773308525
0.8752233395459906,0.8545709866370046,0.8576886286066577
0.8675775908338366,0.8698644467107524,0.8840462752864088
0.8689895951851202,0.8691235753863464,0.8721082201741538
0.8894503254885539,0.8717133018768342,0.8502123814193926
0.8842186050148088,0.8841495467215028,0.8804588368241836
0.881699055204675,0.905319168182232,0.8545138694029698
0.8994997319711938,0.8992077376475394,0.8992852454571622
0.9014636623947673,0.8837099707969583,0.9085221913901034
0.9233551053174104,0.9119714577941764,0.948074224772952
0.8874387788437474,0.9026184411306932,0.9130576320663463
0.9143040452054524,0.9232048305071582,0.919018254284366
0.9260216385187524,0.9104583062485688,0.9174428934149742
0.9177939320352061,0.9489343631809429,0.9306685646867248
0.9379363487342257,0.9334599581150181,0.9264036456026198
0.9203661369582024,0.9520803141188654,0.9361858182091641
0.9391414976067122,0.9438044535704134,0.9403629313448871
0.9444717621020732,0.9426013979005804,0.9409790662707029
0.9447038552715841,0.968253575316363,0.9649845669178294
0.9368386935639812,0.9602203103912265,0.9607337298139291
0.9545097771692982,0.9696215410839579,0.9533144684380991
0.9741447719938554,0.9619945382841587,0.9588632556609469
0.975091144258602,0.9582983692970664,0.9470913278936589
0.9684751736792261,0.9686257335923327,0.9470570364344079
0.9759158293647883,0.9450080466921864,0.9874210668715828
0.9579948518606017,0.9875134183779801,0.9839399909873513
0.9753957449715551,0.9537245939224838,0.9702284470286312
0.9661767130169527,0.9926373976317338,0.9845780907171767
0.9796145192030676,0.9810325391583794,0.9838036982534393
0.9841223525860273,0.977274108879162,0.9534533800546281
0.9807822035808662,0.9734569555074596,0.9730855433076002
0.9689847657036961,0.9656272856701226,0.9701071672774384
0.9744691349232893,0.9618830852339664,1.0
0.9862662489864323,0.9971022418710574,0.9900885860999753
0.9797613330663051,0.97584370751836,0.97330809506323
0.9902406110278984,0.9695270679073883,0.9843576857445966
0.9689489372353803,0.9662253484230403,0.9968725229886927
0.9901488872321758,0.9805793186397926,0.983259070279442
0.985410922776293,0.9731587180934722,0.9963148280222525
0.9757011147936904,1.0,0.9905297502371496
1.0,0.9892006452307804,1.0
0.9916674708393163,0.987311270318512,0.9925577134694642
0.9674392859433417,0.9919557103296167,1.0
1.0,0.9873876407449674,0.9801327296952995
0.9909002633905928,0.9839291647683336,1.0
0.977975280895139,1.0,1.0
1.0,0.9934414350405897,0.9910700214888709
1.0,1.0,1.0
0.0,0.0,0.0
0.035497989282324095,0.013528174352896147,0.0
0.06139661259989644,0.009220424949727886,0.03608423267999982
0.06617455043629751,0.03855248158365629,0.02851272354006924
0.09901086613922197,0.05887016207398382,0.0441630848334965
0.13420854002718346,0.06590986923201976,0.03822960068182557
0.1377537303257762,0.05435631498305771,0.06783834207814314
0.1637591367100888,0.06123982403160629,0.0792525770132483
0.17726515680351923,0.06741144142046794,0.06297144835989238
0.2252987287422449,0.08896651081087627,0.08758403511991919
0.2429798773150449,0.0755647963533807,0.09780487777627234
0.28073693190298593,0.09840600600633083,0.10183789169503124
0.2981730757740615,0.0832067476659739,0.10467176224637285
0.30685621964995125,0.11770565871680698,0.10271975115868763
0.32291665722651575,0.09092850113462563,0.10971016251345853
0.38003488090020265,0.12602237761022628,0.11948075064884511
0.38565645987904196,0.11881771340429982,0.11139889460301487
0.39663429057395433,0.12785725849853416,0.11295699229809238
0.41656347319937836,0.11672077354933098,0.11824440753655924
0.432046140326912,0.12451584183911743,0.1386073194084754
0.44374226137271544,0.13393733085219645,0.13733182453400367
0.46306059479592376,0.13631079440962876,0.1274820138606445
0.5086644653560269,0.14051887086018128,0.1327591464872325
0.48194522492492164,0.1311062630156082,0.13233796560121916
0.532363652709128,0.14232559613474155,0.11504753624355818
0.5385647819193684,0.11830080107878932,0.12395823194034133
0.5791531306110258,0.14431934959195322,0.15258264097884378
0.5808368802031724,0.14378935644670407,0.13723569595405094
0.5941664217014514,0.1298285569712646,0.13705709597258442
0.5969717738687621,0.12863512631859458,0.12424809133581721
0.6182138569007721,0.14459175143387606,0.15814781980614384
0.6381043003257214,0.13248940219976008,0.12014277411087212
0.6619375647653688,0.1422808911931126,0.1313624156784237
0.6507121881724768,0.11373515917245987,0.10571708193848682
0.6488683224489058,0.13957366906311133,0.13866195373772566
0.6808421654868481,0.12687144970253061,0.1573867026478453
0.6940437138927622,0.13485951196376902,0.14161266509476894
0.7071317112178465,0.13690382204305848,0.14946018480874654
0.702762748141066,0.13293250593308573,0.13884435494216096
0.7129367047600446,0.13958920730765756,0.13632295692324384
0.7147154304164666,0.1276921883217111,0.1405030591301148
0.7084411632413075,0.14085118807675392,0.14331017167943622
0.7153196146794779,0.13704812039026984,0.12807952001182357
0.7383310208755828,0.13373910586206222,0.13853542636897723
0.7434626686780255,0.14251115481300955,0.13568542391569854
0.748170031148167,0.13624459789813742,0.1386806608201966
0.7578779820078596,0.16989600318237333,0.14310882630268182
0.7624477169903957,0.16672765812074963,0.13675056034391858
0.7688758773258436,0.16607464869137503,0.14004101398112498
